Phylum,Class,Order,Family,Genus,Species,Strain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__Acetobacteraceae_bacterium,ASV_17593,0,0,0,0,0,7.32601E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__Roseomonas_cervicalis,ASV_12774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168691,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__uncultured,na,ASV_10505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152393,0,0,0,9.39875E-05
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__uncultured,na,ASV_17976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164252,0,0.000161402,0,0,0,0,0.000351478,0,0,0,0,0.000421314,0,0.000389385,0,0.000161077
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__uncultured,na,ASV_20756,0,0,0,0,0,0,0,0,0,0,0.004016064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__uncultured,na,ASV_29717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40955E-05,0,0,0,0,0,0.000105319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__uncultured,na,ASV_33763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246305,0,0,0,0,0,0,0.00013546,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__uncultured,na,ASV_4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201402
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__uncultured,na,ASV_8430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1582E-05,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__uncultured,s__Paracraurococcus_sp.,ASV_29079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123153,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_10447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_1229,0,0,0,0,0,0,0,0,0,0.000477946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_17946,0,0,0,0,0,0,5.2173E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49942E-05,0,0,8.3375E-05,0,0,0,0,0.00010812,0.000212339,0.000198393,0,0,0.000248293,0,0,0.000582751,8.81756E-05,0,0,0.000384921,0,0.000621466,0.000650269,0.000695733
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_20170,0,0,0,0,0,0,0.000225225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181901,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_21195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30406E-05,0,0,0,0,0.000171928,0,0,0,9.04732E-05
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_21541,0,0,0,0,0,0,0,0,0,0.000389772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_23266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000307078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_25985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86879E-05,0,7.81006E-05,0,0,0,0,0.000232919,0,0,0,0,0,0.000194982,0,0,0,0,0,0,0,0,0,9.22297E-05,0,0,0.000492611,0,0,0,0,0,0,0,0,0.000116225,0,0.000402804
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_27051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01577E-05
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_27719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2027E-05,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_28730,0,0,0,0,0,0,0,0,0,0,0,0,9.33707E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_31756,0,0,0,0,0,0,9.90491E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_32877,0,0,0.001855288,0,0,0,0,0,0,0,0,0,0,0,0,0.000208229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_34279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43494E-05,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_35795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002588,0,0,8.83587E-05,0,0,0.000873366,0,0.000306339,0.000125455,0.001314815,0,0,0.001215267,0,0,0,0,0,0,0.001632756,0,0.000154967,0,0.00081969
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43926E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_9040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328407,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,na,na,ASV_9703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49443E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Azospirillum,na,ASV_11039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Azospirillum,na,ASV_17064,0,0,0.002781809,0.045910629,0.064171123,0,0,0,0,0,0.000977927,0,0,0,0,0,0,0,0,0.040460271,0,0.000972123,0.001832685,0,0,0,0,0,0,0,0,0,0,0.000352098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__uncultured,s__metagenome,ASV_17291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42578E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__uncultured,s__metagenome,ASV_20527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__uncultured,s__metagenome,ASV_25909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29627E-05,0,0,0,0,0,0,0,0,0,0,0,6.46998E-05,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__uncultured,s__metagenome,ASV_7811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78474E-05,0,0,0,0,0,0,0,0,0,6.52656E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,na,na,ASV_8536,0,0,0,0,0,0,0,0.000309957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44326E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_10760,0,0,0,0,0,0,0,0,0,0,0,7.4129E-05,0,0,0,0,0,0.000196707,0,0,0.000484496,0,0,0.000468988,0,0,0.000474142,0,7.81372E-05,0,0,0,0,0,0,0.001430624,0,0.000369549,0.000167154,0,0,0.000343997,0,0,0.000168124,0,6.5662E-05,0,0,0.000612603,0.000132802,0.000120349,3.10916E-05,0.00015794,4.94707E-05,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_19490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129626,0,0,0,0,0.000199571,0,0,0,0,0.000801282,0.000162681,0,0,0,0,0,0.000457576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_22515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27279E-05,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_34022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115821,0,0,0,0.000672495,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91722E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_35954,0,0,0,0,0,0,0,0,0,0,0,9.88386E-05,0,0,0,0,0,0,0.000194439,0,0,0,0,0,0,0.000178039,0,9.36988E-05,0.000126095,0,0,0.000392515,0,0.000220264,0.00020938,0,0,0.000362642,0,4.73082E-05,0,0,0,0,0.000246305,0,0,0,0.000167706,0,0,0.000370167,0,0.000249611,4.70212E-05,0.000415384
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91965E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,na,ASV_9088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65159E-05,0,0,0,0,0,0,0,0,0,0,0,5.61719E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,s__uncultured_Alphaproteobacteria,ASV_21537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60215E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,na,na,na,ASV_9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46998E-05,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caedibacterales,f__Caedibacteraceae,g__Caedibacter,s__Candidatus_Paracaedimonas,ASV_2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49569E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181901,0,0,0,4.16008E-05,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caedibacterales,f__Caedibacteraceae,g__Caedibacter,s__endosymbiont_of,ASV_35940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42578E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caedibacterales,f__Caedibacteraceae,g__Caedibacter,s__uncultured_bacterium,ASV_9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68961E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caedibacterales,f__Caedibacteraceae,g__Candidatus_Nucleicultrix,na,ASV_5479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2135E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000406924,0.00027142
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_13710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17598E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.74721E-05,4.92756E-05,0,0,0,0.00232378,0,0,3.2831E-05,0,2.93919E-05,0,0,0,1.71857E-05,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_16205,0,0,0,0,0,0.000548948,0,0.000354035,0.000451078,0,0,0,0.000276424,0,0.00033149,0,0,0.000596303,0.000323699,0,0.001192425,0,0,0,0,0.001682195,0.001201371,0.000752453,0.001936027,0,0,0.008022774,0.000362056,0.002832409,0.001988269,0,0,0.001860495,0.000879652,0.000662955,0,0.006302516,0,0,0,0.000835673,0.003348764,0.002331002,0.002178457,0,0,0.000767958,0.001905217,0.001068947,0.000187811,0.000904732
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_28563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001451379,0,0,0,0,0,0,0,0,0,0,0,0,0.000615087,0,0,0,0,0.000415766,0,0,0.000353669,0.00027142
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_34479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55001E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73023E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167706,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78696E-05,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_7548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000404277,0,0,0,0,0,0,0,0,0,0,0,0,0.00020008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223506,0,0.000253954,0.000250415,0.000180946
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_9583,0,0,0,0,0,0,0,0,0,0,0,0.000458475,0,0,0.000315736,0,0,0,0,0,0.000207933,0,0,0,0,0.019975068,0,0.000738023,0,0,0.000911023,0,0,0.000583526,0.000348967,0,0,0.000157978,0.00031184,0.000164252,0.000956312,0.0012027,0,0,0.000392289,0,0.000722282,0,0.000865079,0,0,0,0,0.001746251,0.001726353,0.001744522
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,na,ASV_9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36365E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__Asticcacaulis_biprosthecium,ASV_29022,0,0,0,0,0,5.48948E-05,0,0,0,0,0,0,0,0,0.000223294,0,0,0,0,0,0.000132325,0,0,0,0,0,0.000189998,0.0002775,0,0,0.000224688,0,0.000425196,8.60659E-05,0.000139587,0,0,0.000280041,0.000221561,9.46163E-05,0,0.000761868,0,0,0,0,0.000361141,0,0.000117568,0,0.000167025,0.000177506,0.000368287,0.00046442,0.000464191,1.50789E-05
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__Asticcacaulis_solisilvae,ASV_31242,0.001475988,0,0,0,0,0.008364184,0.003816106,0,0.000453104,0.001113586,0,0.003494062,0.001350326,0,0.002224742,0.000175716,0,0.000707475,0.002334213,0.001039578,0.00227326,0.001800787,0.001792973,0,0.002542894,0.001444738,0.001120973,0.002181687,0.003475725,0.000218608,0.003252795,0.001106507,0.002840941,0.003677286,0.002821618,0,0.002643697,0.000613211,0.001839669,0.006596811,0.003801228,0.002687635,0,0.000911636,0.000504371,0.004118554,0.0034005,0.01061373,0.007649973,0.000457122,0.002519314,0.00054081,0.001484395,0.00716114,0.008137292,0.00947195
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__uncultured_Asticcacaulis,ASV_26891,0.002228874,0,0,0,0,0.003257221,0.000236105,0,0.001806334,0,0,0.002901965,0.000501019,0,0.002720993,0.000208229,0,0.002435734,0.002663194,0.000346113,0.001779354,0.001024073,0.002848549,0.000844219,0.001482084,0.003498826,0.003563338,0.003356847,0.001469398,0.001370199,0.00125833,0.007225858,0.002564469,0.003284303,0.00579855,0.002842751,0.003548617,0.000552693,0.005498829,0.016117621,0.004602972,0.011273191,0.011254254,0.007356843,0.005295898,0.0069314,0.001541543,0.002532191,0.001154486,0.013895979,0.008808308,0.01630976,0.010582392,0.008167722,0.001013475,0.005679893
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__uncultured_bacterium,ASV_15136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__uncultured_bacterium,ASV_34626,0,0,0,0,0,0.000595148,0.00256584,0,0.000151035,0,0,0.001514207,0.006756609,0,0.001032463,0,0,0.000547246,0.001181504,0,0.000906756,0.000486061,0.000681878,0,0,0.010307711,0.000294464,0.004296929,0.004558967,0,0.000692726,0.013872613,0,0.007858867,0.011788118,0,0,0.010555847,0.001007484,0.009116025,0.005720992,0.00934749,0,0,0.002471004,0,0.005523229,0.00529568,0.006220004,0,0,0.005129015,0,0.007759828,0.007943227,0.006826298
p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,na,ASV_18193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003012873,0.004088856,0,0.00057327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
